Property Ref,Account Holder 1,Account Holder 2,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Post Code,Liable From,RV,Description,Empty Y/N,Empty From,Discretionary Relief %,Mandatory Relief %,Small Business Rate Relief Y/N,Supporting Small Business Relief Y/N,Retail Hospitality and Leisure Relief Y/N
Ref:11627396501459,PRIMESIGHT LIMITED,,PRIMESIGHT ADJ SHELL,,SERVICE STATION EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5XR,01.04.2005,800,ADVERTISING RIGHT,N,,0,0,N,N,N
Ref:11627973261159,CO-OPERATIVE GROUP LIMITED,,,,645-651 EDENFIELD ROAD,ROCHDALE,,,OL11 5XE,01.04.2010,22000,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:11630100380023,BRADLEY ASSOCIATES LEISURE LTD,,,,92 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5AE,01.04.2005,7700,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11630100970027,TESCO STORES LTD,,TESCO EXPRESS,,444 EDENFIELD ROAD,ROCHDALE,LANCS,,OL12 7PD,15.11.2010,52500,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:116301009800X8,SAMUEL SMITH OLD BREWERY,,STAR INN,,438 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL12 7PD,01.04.2005,9500,PUBLIC HOUSE AND PREMISES,Y,22.10.2018,0,0,N,N,N
Ref:11630101300008,SAMUEL SMITH OLD BREWERY,,TURF TAVERN,,564 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL12 7QJ,01.04.2005,12400,PUBLIC HOUSE AND PREMISES,N,,0,0,N,N,N
Ref:116301021300X8,DENIS HOPE LIMITED,,,,798 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL12 7RB,03.06.2015,9200,SHOP AND PREMISES,N,,0,0,N,N,Y
Ref:1163010216001A,WAYNE DAVIS & RICHARD MARTIN,FINANCIAL SERVICES LTD,,,804 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL12 7RB,18.04.2008,6100,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11630102790006,SAMUEL SMITH OLD BREWERY,,WHITE LION,,942 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL12 7SS,01.04.2005,5400,PUBLIC HOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11630195468084,PRIMESIGHT LTD,,PRIMELIGHT YC0205019124 (A680),,ADJ 68 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5AE,01.04.2005,500,ADVERTISING RIGHT,N,,0,0,N,N,N
Ref:11630197946001,DENIS HOPE LTD,,,,794-796B EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL12 7RB,24.08.2018,12000,SHOP AND PREMISES,N,,0,0,N,N,Y
Ref:11630199180995,DISTRICT HOMES C.I.C.,,,,19 YORK STREET,HEYWOOD,LANCASHIRE,,OL10 4NN,17.07.2023,24750,SURGERY AND PREMISES,N,,0,0,N,N,N
Ref:11636000090067,TURNER LEISURE LTD,,,,SPOTLAND REFORM CLUB,EDENFIELD STREET,ROCHDALE,,OL12 7BP,01.04.2019,9900,CLUB AND PREMISES,N,,0,0,N,N,Y
Ref:11642300010083,ZELL - EM GROUP LTD,,,,2 EDGAR STREET,ROCHDALE,LANCASHIRE,,OL16 2QB,01.04.2007,0,WORKSHOP AND PREMISES,Y,01.04.2007,0,0,N,N,N
Ref:116423000400XB,ENABLING HOMES LTD,,P GARSIDE,,EDGAR STREET,ROCHDALE,LANCASHIRE,,OL16 2QB,01.12.2017,1800,GARAGE AND PREMISES,Y,01.12.2017,0,0,N,N,N
Ref:11650010757317,ELTON GARAGES LTD,,,,RRG PEUGEOT,EDINBURGH WAY,ROCHDALE,,OL11 2PD,01.04.2005,111000,CAR SHOWROOM AND PREMISES,N,,0,0,N,N,N
Ref:1165002771150B,ELTON GARAGES LTD,,PRIME AUTO SITE,,EDINBURGH WAY,ROCHDALE,LANCASHIRE,,OL11 2NQ,01.04.2005,18250,LAND USED FOR STORAGE AND PREMISES,N,,0,0,N,N,N
Ref:11650093894120,RADIANT MEDIA LIMITED,T/A ALIGHT MEDIA,,,ADVERTISING SITE NO. 8985,AT JUNCTION,EDINBURGH WAY & SANDBROOK WAY,ROCHDALE,OL11 1RY,14.07.2022,18000,ADVERTISING RIGHT AND PREMISES,N,,0,0,N,N,N
Ref:11650094121507,ORANGE PERSONAL COMMUNICATIONS,SERVICES LTD,ORANGE PCS SITE REF GM1746,,EDINBURGH WAY,ROCHDALE,LANCS,,OL11 2NQ,01.04.2007,5000,COMMUNICATION STATION AND PREMISES,Y,15.07.2013,0,0,N,N,N
Ref:11650094698113,MOBILE BROADBAND NETWORK LTD,,HUTCHISON 3G UK SITE REF OL0040,,EDINBURGH WAY,ROCHDALE,LANCASHIRE,,OL11 2NQ,20.01.2009,5700,COMMUNICATION STATION AND PREMISES,N,,0,0,N,N,N
Ref:11650095230949,FISHERFIELD CHILDCARE LTD,,FISHERFIELD FARM NURSERY LTD,,EDINBURGH WAY,ROCHDALE,LANCASHIRE,,OL11 1PD,01.04.2005,64000,DAY NURSERY AND PREMISES,N,,0,0,N,N,N
Ref:11650096352190,CHICKEN CABINS LTD,T/A KENTUCKY FRIED CHICKEN,,,KENTUCKY FRIED CHICKEN,EDINBURGH WAY,ROCHDALE,,OL11 1RY,10.09.2020,84000,RESTAURANT AND PREMISES,N,,0,0,N,N,Y
Ref:11650099170765,R R G LTD,,R R G LTD,,EDINBURGH WAY,ROCHDALE,LANCASHIRE,,OL11 2NQ,01.04.2005,155000,CAR SHOWROOM AND PREMISES,N,,0,0,N,N,N
Ref:1165009917870A,CAR TIME MOTOR COMPANY UK LTD,,CAR TIME MOTOR CO,,EDINBURGH WAY,ROCHDALE,LANCASHIRE,,OL11 2PD,05.10.2018,252500,CAR SHOWROOM AND PREMISES,N,,0,0,N,N,Y
Ref:11660800020051,THE DOG FOOD EXPERT LTD,,,,UNIT A,ADJ 27 EDWARD STREET,ROCHDALE,LANCASHIRE,OL16 2DU,07.09.2022,9000,WAREHOUSE AND PREMISES,N,,0,0,Y,N,N
Ref:11660802000035,ROCHDALE MBC,,UNIT 2,,EDWARD STREET,ROCHDALE,LANCASHIRE,,OL16 2DU,31.01.2024,3700,WORKSHOP AND PREMISES,Y,31.01.2024,0,0,N,N,N
Ref:11678999166007,CASTLETON HEALTH CENTRE,,CASTLETON HC,,ELIZABETH STREET,ROCHDALE,LANCASHIRE,,OL11 3HY,01.04.2014,21750,SURGERY AND PREMISES,N,,0,0,N,N,N
Ref:11678999166011,BESTWAY PANACEA HOLDINGS LTD,T/A WELL,WILLIAMS (CHEMIST) ROCHDALE LTD,,ELIZABETH STREET,ROCHDALE,LANCASHIRE,,OL11 3HY,06.10.2014,16250,PHARMACY AND PREMISES,N,,0,0,N,N,N
Ref:11690400030028,POLUX LTD,,POLUX LTD,,ELLIOTT STREET,ROCHDALE,LANCASHIRE,,OL12 0HF,01.04.2005,31750,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:11750X0042003A,BANGLADESH ASSOC & COMM PROJECT,,,,131 ENTWISLE ROAD,ROCHDALE,LANCASHIRE,,OL16 2JJ,01.04.2005,7100,OFFICES AND PREMISES,N,,0,80,N,N,Y
Ref:11750X00690034,ECONNA COMMERCE LTD,T/A A & B FURNITURE,,,253-255 ENTWISLE ROAD,ROCHDALE,LANCASHIRE,,OL16 2LJ,01.04.2020,13750,SHOP AND PREMISES,N,,0,0,Y,Y,Y
Ref:11750X4157528B,TRUSTEES OF JALALIA JAAME MOSQUE,,,,"JUNC NILE STREET, ENTWISLE ROAD",ROCHDALE,LANCASHIRE,,OL16 2JJ,17.12.2021,9900,CAR PARK AND PREMISES,N,,0,80,N,N,N
Ref:11750X92684381,THE ELECTRICITY NETWORK COMPANY,LTD,,,INDEPENDENT DISTRIBUTION NETWORK,OPERATOR,NILE STREET,ROCHDALE,OL16 2NF,01.04.2017,410,INDEPENDENT DISTRIBUTION NETWORK OPERATOR,N,,0,0,N,N,N
Ref:11750X98214034,ACE DIRECT LTD,,,,245 ENTWISLE ROAD,ROCHDALE,,,OL16 2LJ,07.08.2009,3800,"OFFICES, PHARMACY AND PREMISES",N,,0,0,Y,N,N
Ref:11750X98235181,PRIMESIGHT LIMITED,,,,PRIMESIGHT ADVERT RIGHT,GABLE 83 ENTWISLE ROAD,ROCHDALE,,OL16 2JJ,05.03.2014,1025,ADVERTISING RIGHT AND PREMISES,N,,0,0,N,N,N
Ref:11753490018034,ESP ELECTRICITY LTD,,,,INDEPENDENT DISTRIBUTION NETWORK,OPERATOR,ENTWISLE ROAD,ROCHDALE,OL16 2LJ,01.04.2020,460,INDEPENDENT DISTRIBUTION NETWORK OPERATOR,N,,0,0,N,N,N
Ref:11753493167370,ALDI STORES LTD,,,,ALDI,ENTWISLE ROAD,ROCHDALE,LANCS,OL16 2HZ,02.11.2010,214000,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:11753495415148,ROCHDALE BOROUGHWIDE CULTURAL,TRUST T/A YOUR TRUST,,,ROCHDALE LEISURE CENTRE,ENTWISLE ROAD,ROCHDALE,,OL16 2HZ,29.06.2012,400000,LEISURE CENTRE AND PREMISES,N,,0,80,N,N,N
Ref:11753496526259,ROCHDALE BC,,,,PHOTOVOLTAIC INSTALLATION,AT ROCHDALE LEISURE CENTRE,ENTWISLE ROAD,ROCHDALE,OL16 2HZ,03.11.2014,1850,PHOTOVOLTAIC INSTALLATION AND PREMISES,N,,0,0,N,N,N
Ref:11771990014A12,ELITE ACCOUNTING SERVICES LTD,,,,14A ESKDALE AVENUE,ROCHDALE,,,OL11 3JU,01.08.2021,2400,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11774300010081,ROCHDALE MBC,,,,TOWN HALL,THE ESPLANADE,ROCHDALE,LANCASHIRE,OL16 1AH,01.04.2005,142000,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:1177430002005A,ROCHDALE BOROUGHWIDE CULTURAL,TRUST T/A YOUR TRUST,TOUCHSTONES ROCHDALE,,THE ESPLANADE,ROCHDALE,LANCASHIRE,,OL16 1AH,01.04.2007,1,MUSEUM AND PREMISES,N,,0,80,N,N,N
Ref:11774390736097,ARROWMERE CAPITAL 7 LIMITED,,,,OFFICE S10,2 THE ESPLANADE,ROCHDALE,,OL16 1AE,21.02.2017,4000,OFFICES AND PREMISES,Y,21.02.2017,0,0,N,N,N
Ref:11774391847109,ROCHDALE HEALTH ALLIANCE LIMITED,,,,OFFICE S1,2 THE ESPLANADE,ROCHDALE,,OL16 1AE,18.12.2018,3350,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:11774392958210,ARROWMERE CAPITAL 7 LIMITED,,,,OFFICE S2,2 THE ESPLANADE,ROCHDALE,,OL16 1AE,01.10.2021,1100,OFFICES AND PREMISES,Y,01.10.2021,0,0,N,N,N
Ref:11774393069321,ARROWMERE CAPITAL 7 LIMITED,,,,OFFICE S3,THE ESPLANADE,ROCHDALE,,OL16 1AE,03.07.2017,950,OFFICES AND PREMISES,Y,03.07.2017,0,0,N,N,N
Ref:11774394170432,ADAMSON LEGAL LIMITED T/A,ADAMSON LEGAL SOLICITORS,,,OFFICE S4,2 THE ESPLANADE,ROCHDALE,,OL16 1AE,01.12.2014,1400,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:11774395281542,HEALTHWATCH ROCHDALE LTD,,,,OFFICE S5,2 THE ESPLANADE,ROCHDALE,,OL16 1AE,07.02.2022,1975,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:11774395370433,ARROWMERE CAPITAL 7 LIMITED,,,,GND FLR OFFICE 2,2 THE ESPLANADE,ROCHDALE,,OL16 1AE,10.02.2017,3150,OFFICES AND PREMISES,Y,10.02.2017,0,0,N,N,N
Ref:11774396392653,ROCHDALE HEALTH ALLIANCE LIMITED,,,,OFFICE S6,2 THE ESPLANADE,ROCHDALE,,OL16 1AE,18.12.2018,1425,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:11774396481348,ARROWMERE CAPITAL 7 LIMITED,,,,SUITE F1 1ST FLR,2 THE ESPLANADE,ROCHDALE,LANCASHIRE,OL16 1AE,12.09.2022,5300,OFFICE AND PREMISES,Y,12.09.2022,0,0,N,N,N
Ref:11774396481349,ARROWMERE CAPITAL 7 LIMITED,,,,SUITE F2 1ST FLR,2 THE ESPLANADE,ROCHDALE,LANCASHIRE,OL16 1AE,28.02.2023,4100,OFFICE AND PREMISES,Y,28.02.2023,0,0,N,N,N
Ref:11774396481350,ARROWMERE CAPITAL 7 LIMITED,,,,SUITE F3 1ST FLR,2 THE ESPLANADE,ROCHDALE,LANCASHIRE,OL16 1AE,12.12.2022,5700,OFFICE AND PREMISES,Y,12.12.2022,0,0,N,N,N
Ref:11774396481351,ALTUS EDUCATION PARTNERSHIP,,,,SUITE 4 1ST FLR,2 THE ESPLANADE,ROCHDALE,LANCASHIRE,OL16 1AE,19.10.2021,14250,OFFICE AND PREMISES,N,,0,80,N,N,N
Ref:11774396481352,ARROWMERE CAPITAL 7 LIMITED,,,,SUITE 5 1ST FLR,2 THE ESPLANADE,ROCHDALE,LANCASHIRE,OL16 1AE,17.07.2017,2100,OFFICE AND PREMISES,Y,17.07.2017,0,0,N,N,N
Ref:11774396481353,ARROWMERE CAPITAL 7 LIMITED,,,,SUITE F6 1ST FLR,2 THE ESPLANADE,ROCHDALE,LANCASHIRE,OL16 1AE,20.07.2019,1900,OFFICE AND PREMISES,Y,20.07.2019,0,0,N,N,N
Ref:11774396481354,ARROWMERE CAPITAL 7 LIMITED,,,,SUITE F7,1ST FLR 2 THE ESPLANADE,ROCHDALE,LANCASHIRE,OL16 1AE,17.07.2017,1950,OFFICE AND PREMISES,Y,17.07.2017,0,0,N,N,N
Ref:11774396481355,ARROWMERE CAPITAL 7 LIMITED,,,,SUITE F8 1ST FLR,2 THE ESPLANADE,ROCHDALE,LANCASHIRE,OL16 1AE,30.11.2022,2425,OFFICE AND PREMISES,Y,30.11.2022,0,0,N,N,N
Ref:11774396482746,ARROWMERE CAPITAL 7 LIMITED,,,,VACANT GND FLR,2 THE ESPLANADE,ROCHDALE,,OL16 1AE,10.02.2017,11750,STORE AND PREMISES,Y,10.02.2017,0,0,N,N,N
Ref:11774396485487,THE SECRETARY OF STATE FOR,COMMUNITIES AND LOCAL,,,TRILLIUM PRIME,GND FLR 2 THE ESPLANADE,ROCHDALE,,OL16 1AE,02.04.2018,31000,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:11774397085618,THE MEDICINE TAP ROCHDALE LTD,(IN LIQUIDATION),,,MEDICINE TAP,2 THE ESPLANADE,ROCHDALE,,OL16 1AE,15.03.2018,17750,RESTAURANT AND PREMISES,Y,31.12.2023,0,0,N,N,N
Ref:11774397403764,ROCHDALE HEALTH ALLIANCE LIMITED,,,,OFFICE S7,2 THE ESPLANADE,ROCHDALE,,OL16 1AE,18.12.2018,11500,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:11774398514876,ARROWMERE CAPITAL 7 LIMITED,,,,OFFICE S8 & S9,2 THE ESPLANADE,ROCHDALE,,OL16 1AE,28.02.2022,8500,OFFICES AND PREMISES,Y,28.02.2022,0,0,N,N,N
Ref:11774399191445,TFGM LTD,,GMPTE (NE1705),,TOWN HALL SQUARE,ROCHDALE,LANCASHIRE,,OL16 1AH,01.04.2005,800,ADVERTISING RIGHT AND PREMISES,N,,0,0,N,N,N
Ref:11874000020054,ROCHDALE & DISTRICT MIND,,ASHIANA HOUSING ASSOCIATION,,FAULKNER STREET,ROCHDALE,LANCASHIRE,,OL16 1RS,08.01.2010,3600,CAR PARK,N,,20,80,N,N,N
Ref:11909000020053,TIMEWARE (UK) LTD,,,,3 FIELDHOUSE ROAD,ROCHDALE,LANCASHIRE,,OL12 0AA,08.05.2012,15750,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:11921665978154,FIVE RIVERS CHILD CARE LIMITED,,,,FIVE RIVERS SCHOOL,HARGATE AVENUE,ROCHDALE,,OL12 6BT,01.11.2021,40250,DAY NURSERY AND PREMISES,N,,0,0,N,N,N
Ref:11924000030023,TRUMETIC LTD,,TRUMETIC LTD WORKSHOP AT,,FISHWICK STREET,ROCHDALE,LANCS,,OL16 5NA,01.04.2005,58000,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:11924021789806,PALOMA I (INDUSTRIAL II) UNIT,TRUST,SECURITY LODGE,,SCOTT INDUSTRIAL PARK,ROCHDALE,LANCASHIRE,,OL16 5NA,31.05.2016,950,SECURITY LODGE,N,,0,0,N,N,N
Ref:11924029619371,VOLZ FILTERS UK LTD,,UNIT 1,,SCOTT INDUSTRIAL PARK,ROCHDALE,LANCASHIRE,,OL16 5NA,01.04.2018,18750,WORKSHOP & PREMISES,N,,0,0,N,N,N
Ref:11924035801548,FORREST FRESH FOODS LTD,,,,UNITS 6A 6B 7 & 8,SCOTT INDUSTRIAL PARK,FISHWICK STREET,ROCHDALE,OL16 5NA,01.04.2015,83000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11924040837527,ROCHDALE TRAINING ASSOC,LTD,ROCHDALE TRAINING ASSOCIATION,LTD,FISHWICK STREET,ROCHDALE,LANCASHIRE,,OL16 5NA,01.04.2005,82500,"WORKSHOP, OFFICE AND PREMISES",N,,0,80,N,N,N
Ref:11924069776641,NEOGEN EUROPE LTD,,HICKFORD HOLDINGS,,FISHWICK STREET,ROCHDALE,LANCASHIRE,,OL16 5NA,21.06.2022,98000,FACTORY AND PREMISES,Y,21.06.2022,0,0,N,N,N
Ref:11924076955103,CORROSION RESISTANT PRODUCTS LTD,,,,CRP UNIT 13,SCOTT INDUSTRIAL PARK,FISHWICK STREET,ROCHDALE,OL16 5NA,18.01.2015,43250,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11924079466837,ROCHDALE BC,,UNIT 3-6,,SCOTT INDUSTRIAL PARK,ROCHDALE,LANCASHIRE,,OL16 5NA,01.09.2017,62500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11924090008034,GEOMETRIC FABRICS LTD,,,,UNIT 8 MAGNUM CENTRE,FISHWICK STREET,ROCHDALE,,OL16 5NA,31.01.2021,32750,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11924091200680,SCREWFIX DIRECT LIMITED,,UNIT 2 & 3 MAGNUM CENTRE,,FISHWICK STREET,ROCHDALE,LANCS,,OL16 5NA,25.02.2008,59000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11924091462332,EUROCELL BUILDING PLASTICS LTD,,UNIT 4 MAGNUM CENTRE,,FISHWICK STREET,ROCHDALE,LANCS,,OL16 5NA,28.03.2008,30500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11924091807308,LKQ GROUP (UK) LTD,,UNIT 12,,SCOTT INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL16 5NA,14.04.2014,42500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11924093315292,PLUMBASE LTD,,UNIT 10 MAGNUM CENTRE,,FISHWICK STREET,ROCHDALE,LANCS,,OL16 5NA,10.03.2008,24000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11924093456899,CITY PLUMBING SUPPLIES HOLDINGS,LTD,UNIT 1 MAGNUM CENTRE,,FISHWICK STREET,ROCHDALE,LANCS,,OL16 5NA,01.04.2023,32500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11924093966233,HOWDEN JOINERY PROPERTIES LTD,,UNIT 11,,SCOTT INDUSTRIAL PARK,ROCHDALE,LANCASHIRE,,OL16 5NA,01.07.2006,71000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11924095359020,TRANSSWIFT FREIGHT SERVICES LTD,,UNITS 9 & 10 AT,,SCOTT INDUSTRIAL PARK,ROCHDALE,LANCS,,OL16 5NA,31.08.2010,19750,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11924095912170,TOOLSTATION LIMITED,,UNITS 6 & 7 MAGNUM CENTRE,,FISHWICK STREET,ROCHDALE,LANCS,,OL16 5NA,10.10.2011,42250,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11924096184962,J P MCDOUGALL & CO LTD,,UNIT 5 MAGNUM CENTRE,,FISHWICK STREET,ROCHDALE,LANCS,,OL16 5NA,05.05.2009,44250,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11924096341258,CROWN PAINTS LTD,,UNIT 11 MAGNUM CENTRE,,FISHWICK STREET,ROCHDALE,LANCS,,OL16 5NA,14.01.2008,34000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11924097692128,EDMUNDSON ELECTRICAL LTD,,UNIT 9 MAGNUM CENTRE,,FISHWICK STREET,ROCHDALE,LANCS,,OL16 5NA,13.09.2010,35750,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11924099168976,PLASTICHEM LIMITED,,UNIT 2,,SCOTT INDUSTRIAL PARK,ROCHDALE,LANCASHIRE,,OL16 5NA,16.11.2005,44500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11927596309628,ROCHDALE WOMENS WELFARE,ASSOC,ROCHDALE WOMENS WELFARE,ASSOCIATION,FITTON STREET,ROCHDALE,LANCS,,OL16 2DZ,05.08.2008,2850,COMMUNITY CENTRE AND PREMISES,N,,0,80,N,N,Y
Ref:1193970012520B,DEPARTMENT FOR WORK AND PENSIONS,,,,2 FLEECE STREET,ROCHDALE,LANCASHIRE,,OL16 1LT,01.04.2005,91000,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:11939799155192,ROCHDALE MBC,,RMBC LOWER,BROADFIELD,KING STREET,ROCHDALE,LANCASHIRE,,OL16 1LZ,01.04.2005,5600,CAR PARK AND PREMISES,N,,0,0,N,N,N
Ref:11945099183881,SALT SEPARATION SERVICES LTD,,,,10 FLETCHER STREET,ROCHDALE,LANCASHIRE,,OL11 1AE,01.02.2009,7000,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:11945099183909,ANA GARAGE & MOT SERVICES LTD,,,,12 FLETCHER STREET,ROCHDALE,LANCASHIRE,,OL11 1AE,01.08.2013,7400,VEHICLE REPAIR WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11952000091452,ANCHOR HANOVER GROUP,,,,10 FORD GARDENS,ROCHDALE,,,OL11 4DZ,01.04.2015,3100,OFFICES AND PREMISES,N,,0,80,N,N,N
Ref:11969300280086,S A AUTO CENTRE LTD,,WORKSHOP,,SA AUTOCENTRE LTD,ALL SAINTS WORKS,FOXHOLES ROAD,ROCHDALE,OL12 9BS,23.01.2009,24500,WORKSHOP AND PREMISES,N,,0,0,N,N,Y
Ref:11969338160712,ST PATRICKS RC PRIMARY SCHOOL,,ST PATRICKS RC PRIMARY SCHOOL,,FOXHOLES ROAD,ROCHDALE,LANCASHIRE,,OL12 0ET,01.04.2005,84000,SCHOOL AND PREMISES,N,,0,80,N,N,N
Ref:12017900010086,BARGAIN UNIVERSE LIMITED,,GALE STREET POST OFFICE,,3-5 GALE STREET,ROCHDALE,LANCASHIRE,,OL12 0SQ,10.07.2019,5800,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:12047500070017,ROCHDALE AUTO TRANSMISSION LTD,,,,UNIT 4,52 GEORGE STREET,ROCHDALE,,OL16 2DF,01.01.2023,7300,WAREHOUSE AND PREMISES,N,,0,0,Y,N,N
Ref:12047590060086,TURNERS MANAGEMENT AND TRAINING,LIMITED,,,34-36 GEORGE STREET,ROCHDALE,,,OL16 2DA,07.06.2019,3350,DANCE SCHOOL AND PREMISES,N,,0,0,Y,N,N
Ref:12061190034051,LAST MILE GAS LTD,,,,INDEPENDENT GAS TRANSPORTER,DEV004321,GILBROOK WAY,ROCHDALE,OL16 4RT,01.04.2019,445,INDEPENDENT GAS TRANSPORTER,N,,0,0,N,N,N
Ref:120625000400X3,WOOLWORTH (CASTLETON) SPORTS AND,SOCIAL CLUB,WOOLWORTHS SPORTS CLUB,,GIPSY LANE,ROCHDALE,LANCASHIRE,,OL11 3HA,01.04.2005,11250,CLUB AND PREMISES,N,,0,0,Y,N,N
Ref:12062500050082,MW ROOFING LIMITED,,YARD 2,,GIPSY LANE,ROCHDALE,LANCASHIRE,,OL11 3HA,01.02.2021,1975,LAND USED FOR STORAGE AND PREMISES,N,,0,0,Y,N,N
Ref:1206250050083,THE ROOFING COMPANY NORTH WEST,LTD,YARD 1 AND UNIT 5,,GIPSY LANE,ROCHDALE,LANCASHIRE,,OL11 3HA,01.02.2021,4100,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:12062590064012,REGENDA HOMES,,,,ROYLELANDS HOUSE,GIPSY LANE,ROCHDALE,,OL11 3HA,31.03.2024,15500,OFFICES AND PREMISES,Y,31.03.2024,0,0,N,N,N
Ref:12095695696919,SALT SEPARATION SERVICES LTD,,GROSVENOR HOUSE,,GORRELL STREET,ROCHDALE,LANCASHIRE,,OL11 1AP,01.04.2005,49500,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:12116899169147,ROCHDALE MBC,,GRASMERE STREET,JUNCTION,WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0RW,01.04.2005,2750,CAR PARK AND PREMISES,N,,0,0,N,N,N
Ref:12125595717237,ROCHDALE MBC,,GREENWOOD STREET CAR PARK,,GREENWOOD STREET,ROCHDALE,,,OL16 1QZ,02.10.2009,3300,CAR PARK AND PREMISES,N,,0,0,N,N,N
Ref:1212559916933A,PETRUS COMMUNITY,,,,73 GREAT GEORGE STREET,ROCHDALE,LANCASHIRE,,OL16 1QG,01.04.2005,6800,COMMUNITY CENTRE AND PREMISES,N,,20,80,N,N,N
Ref:12128X00060049,MISSQS LIMITED,,,,MISSQ'S SPORTS BAR,GREAT GEORGE STREET,ROCHDALE,,OL16 1QG,01.06.2018,17500,CLUB AND PREMISES,N,,0,0,N,N,Y
Ref:12134225706296,ROCHDALE PETRUS COMM,(CYRENIANS) LTD,CHEVIOT HOUSE,,GREAVE AVENUE,ROCHDALE,LANCASHIRE,,OL11 5EN,01.04.2005,1025,OFFICE,N,,20,80,N,N,N
Ref:12143X00600083,ROCHDALE SEA CADET CORPS,,ROCHDALE SEA CADETS,,GREENBANK ROAD,ROCHDALE,,,OL12 0EN,01.04.2005,8400,TRAINING CENTRE & PREMISES,N,,20,80,N,N,N
Ref:12149900010402,PENNINE MANAGEMENT AND CAPITAL,LTD,UNIT 4 TENTERHOUSE MILL,,GREENBOOTH ROAD,ROCHDALE,LANCASHIRE,,OL12 7TD,11.05.2021,6800,VEHICLE REPAIR WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:12191000020054,CO-OPERATIVE GROUP LIMITED,,,,3 GROSVENOR STREET,ROCHDALE,LANCASHIRE,,OL11 2SU,01.04.2005,21250,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:12239000330063,TM PVT LTD,,,,81-83 HALIFAX ROAD,ROCHDALE,LANCASHIRE,,OL12 9BA,01.09.2022,8700,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:122390011800XA,ICE ENTERPRISES PROPERTIES,LIMITED,BULLS HEAD,,427 HALIFAX ROAD,ROCHDALE,LANCASHIRE,,OL12 9AB,27.11.2023,3100,PUBLIC HOUSE AND PREMISES,Y,27.11.2023,0,0,N,N,N
